study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19825	SAMEA103773418	ERX1926685	ERR1866503	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866503/ERR1866503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866503/550.L1S114.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866503
PRJEB19825	SAMEA103774918	ERX1926687	ERR1866505	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866505/ERR1866505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866505/550.L1S115.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866505
PRJEB19825	SAMEA103775668	ERX1926689	ERR1866508	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866508/ERR1866508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866508/550.L1S116.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866508
PRJEB19825	SAMEA103777918	ERX1926691	ERR1866510	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866510/ERR1866510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866510/550.L1S117.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866510
PRJEB19825	SAMEA103779418	ERX1926693	ERR1866512	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866512/ERR1866512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866512/550.L1S118.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866512
PRJEB19825	SAMEA103780918	ERX1926695	ERR1866514	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1866514/ERR1866514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866514/550.L1S119.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1866514
PRJEB19825	SAMEA103782418	ERX1926697	ERR1866516	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1866516/ERR1866516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866516/550.L1S12.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1866516
PRJEB19825	SAMEA103783918	ERX1926699	ERR1866518	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866518/ERR1866518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866518/550.L1S120.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866518
PRJEB19825	SAMEA103785418	ERX1926701	ERR1866520	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866520/ERR1866520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866520/550.L1S121.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866520
PRJEB19825	SAMEA103786918	ERX1926703	ERR1866522	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866522/ERR1866522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866522/550.L1S122.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866522
PRJEB19825	SAMEA103788418	ERX1926705	ERR1866524	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1866524/ERR1866524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866524/550.L1S123.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1866524
PRJEB19825	SAMEA103789918	ERX1926707	ERR1866526	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1866526/ERR1866526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866526/550.L1S124.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1866526
PRJEB19825	SAMEA103792168	ERX1926709	ERR1866528	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866528/ERR1866528.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866528/550.L1S125.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866528
PRJEB19825	SAMEA103793668	ERX1926711	ERR1866530	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866530/ERR1866530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866530/550.L1S126.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866530
PRJEB19825	SAMEA103795168	ERX1926713	ERR1866532	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866532/ERR1866532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866532/550.L1S127.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866532
PRJEB19825	SAMEA103795918	ERX1926714	ERR1866534	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1866534/ERR1866534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866534/550.L1S128.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1866534
PRJEB19825	SAMEA103797418	ERX1926716	ERR1866536	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1866536/ERR1866536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866536/550.L1S129.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1866536
PRJEB19825	SAMEA103798918	ERX1926718	ERR1866538	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866538/ERR1866538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866538/550.L1S13.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866538
PRJEB19825	SAMEA103800418	ERX1926720	ERR1866540	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866540/ERR1866540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866540/550.L1S130.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866540
PRJEB19825	SAMEA103801918	ERX1926723	ERR1866542	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866542/ERR1866542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866542/550.L1S131.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866542
PRJEB19825	SAMEA103803418	ERX1926725	ERR1866544	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1866544/ERR1866544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866544/550.L1S132.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1866544
PRJEB19825	SAMEA103805668	ERX1926727	ERR1866546	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1866546/ERR1866546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866546/550.L1S133.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1866546
PRJEB19825	SAMEA103806418	ERX1926729	ERR1866548	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866548/ERR1866548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866548/550.L1S134.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866548
PRJEB19825	SAMEA103807918	ERX1926731	ERR1866550	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866550/ERR1866550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866550/550.L1S135.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866550
PRJEB19825	SAMEA103809418	ERX1926732	ERR1866552	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866552/ERR1866552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866552/550.L1S136.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866552
PRJEB19825	SAMEA103810918	ERX1926734	ERR1866555	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866555/ERR1866555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866555/550.L1S137.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866555
PRJEB19825	SAMEA103812418	ERX1926735	ERR1866557	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866557/ERR1866557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866557/550.L1S138.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866557
PRJEB19825	SAMEA103813918	ERX1926737	ERR1866559	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1866559/ERR1866559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866559/550.L1S139.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1866559
PRJEB19825	SAMEA103815418	ERX1926739	ERR1866561	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1866561/ERR1866561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866561/550.L1S14.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1866561
PRJEB19825	SAMEA103816918	ERX1926741	ERR1866563	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866563/ERR1866563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866563/550.L1S140.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866563
PRJEB19825	SAMEA103818418	ERX1926743	ERR1866565	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866565/ERR1866565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866565/550.L1S141.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866565
PRJEB19825	SAMEA103819168	ERX1926745	ERR1866567	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866567/ERR1866567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866567/550.L1S142.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866567
PRJEB19825	SAMEA103820668	ERX1926747	ERR1866569	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1866569/ERR1866569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866569/550.L1S143.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1866569
PRJEB19825	SAMEA103821418	ERX1926749	ERR1866571	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1866571/ERR1866571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866571/550.L1S144.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1866571
PRJEB19825	SAMEA103822918	ERX1926751	ERR1866573	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866573/ERR1866573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866573/550.L1S145.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866573
PRJEB19825	SAMEA103825168	ERX1926753	ERR1866575	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866575/ERR1866575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866575/550.L1S146.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866575
PRJEB19825	SAMEA103825918	ERX1926755	ERR1866577	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866577/ERR1866577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866577/550.L1S147.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866577
PRJEB19825	SAMEA103827418	ERX1926757	ERR1866579	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1866579/ERR1866579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866579/550.L1S148.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1866579
PRJEB19825	SAMEA103829668	ERX1926759	ERR1866581	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1866581/ERR1866581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866581/550.L1S149.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1866581
PRJEB19825	SAMEA103831168	ERX1926761	ERR1866583	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866583/ERR1866583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866583/550.L1S15.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866583
PRJEB19825	SAMEA103832668	ERX1926763	ERR1866585	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866585/ERR1866585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866585/550.L1S150.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866585
PRJEB19825	SAMEA103834168	ERX1926765	ERR1866587	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866587/ERR1866587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866587/550.L1S151.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866587
PRJEB19825	SAMEA103835668	ERX1926768	ERR1866589	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1866589/ERR1866589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866589/550.L1S152.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1866589
PRJEB19825	SAMEA103837168	ERX1926770	ERR1866591	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/001/ERR1866591/ERR1866591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866591/550.L1S153.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/001/ERR1866591
PRJEB19825	SAMEA103837918	ERX1926772	ERR1866593	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866593/ERR1866593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866593/550.L1S154.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866593
PRJEB19825	SAMEA103839418	ERX1926774	ERR1866595	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866595/ERR1866595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866595/550.L1S155.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866595
PRJEB19825	SAMEA103840918	ERX1926776	ERR1866597	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866597/ERR1866597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866597/550.L1S156.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866597
PRJEB19825	SAMEA103842418	ERX1926778	ERR1866599	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/009/ERR1866599/ERR1866599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866599/550.L1S157.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/009/ERR1866599
PRJEB19825	SAMEA103843918	ERX1926779	ERR1866602	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/002/ERR1866602/ERR1866602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866602/550.L1S158.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/002/ERR1866602
PRJEB19825	SAMEA103845418	ERX1926781	ERR1866604	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/004/ERR1866604/ERR1866604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866604/550.L1S159.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/004/ERR1866604
PRJEB19825	SAMEA103846918	ERX1926783	ERR1866606	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/006/ERR1866606/ERR1866606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866606/550.L1S16.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/006/ERR1866606
PRJEB19825	SAMEA103848418	ERX1926785	ERR1866608	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/008/ERR1866608/ERR1866608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866608/550.L1S160.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/008/ERR1866608
PRJEB19825	SAMEA103849918	ERX1926786	ERR1866610	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/000/ERR1866610/ERR1866610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866610/550.L1S161.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/000/ERR1866610
PRJEB19825	SAMEA103850668	ERX1926789	ERR1866613	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/003/ERR1866613/ERR1866613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866613/550.L1S162.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/003/ERR1866613
PRJEB19825	SAMEA103852168	ERX1926791	ERR1866615	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/005/ERR1866615/ERR1866615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866615/550.L1S163.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/005/ERR1866615
PRJEB19825	SAMEA103853668	ERX1926794	ERR1866617	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR186/007/ERR1866617/ERR1866617.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR186/ERR1866617/550.L1S164.s.1.sequence.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR186/007/ERR1866617
